danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.139,0.0741,1,-20.676,1,0.0451,0.942,0.828,0.498,0.0461,69.011,58Gl0b7ugZIMidJNni4d1c,1289840,4
0.185,0.0642,3,-23.988,0,0.0334,0.989,0.891,0.0719,0.0471,70.821,5kWbU1l9Dy3P9F1yCA6P7s,350653,4
0.233,0.0428,1,-28.285,1,0.0361,0.991,0.915,0.122,0.121,66.745,4djfz7d3D12RImkcz3ZwCY,238533,5
0.336,0.141,10,-18.094,1,0.0441,0.991,0.903,0.0776,0.0397,92.39,33N86FRk4FwgJGHPApxkgI,687467,4
0.17,0.195,1,-18.326,1,0.039,0.912,0.802,0.171,0.0622,76.142,7B9BGKXXzchbJEApKnjVeo,747000,4
0.247,0.0338,8,-26.384,1,0.0427,0.988,0.856,0.0657,0.0547,63.273,6g9FBnSCW5ZP60ulUOL2gb,730360,4
0.239,0.0304,1,-31.416,1,0.0406,0.985,0.948,0.104,0.0369,71.456,0JeCHdE2b9WFDR1CsaPepH,199907,1
0.245,0.0297,10,-28.54,1,0.0408,0.995,0.877,0.0822,0.0386,67.25,7Hi9qlyzdqC4xRVqEy6EOM,277693,4
0.241,0.191,2,-19.12,0,0.0549,0.966,0.841,0.373,0.0424,77.66,2mVYB4WEYUDaNj2dSiFIwP,1026333,4
0.325,0.0502,9,-26.201,1,0.0377,0.971,0.909,0.0953,0.0698,117.216,1rUZl37nN4sX59dhUubEzK,321987,4
0.197,0.102,5,-17.826,1,0.0403,0.954,0.843,0.16,0.0397,95.575,4oyMQl4ZKu0lFcCuhycW1k,1521467,4
0.172,0.0586,0,-20.679,1,0.0417,0.906,0.701,0.0779,0.0384,143.631,6E8bE0cepuzZsLQO4fOkAs,1693200,4
0.121,0.0321,8,-30.796,1,0.0433,0.956,0.33,0.0915,0.0338,84.298,3uOQBWIqDmIvpwiGWwBGl4,1330560,4
0.16,0.0535,3,-21.732,1,0.0374,0.958,0.823,0.113,0.0376,95.349,4J04Ip9H3WGrUTVAzIukC9,1751960,4
0.598,0.0252,11,-21.081,1,0.0757,0.982,0.817,0.108,0.0398,108.738,6YlNhEvvgM4SL6soJZ43DH,363413,4
0.349,0.0168,1,-26.609,1,0.0401,0.994,0.932,0.0768,0.0671,71.696,26KykHLogeIep4OrurliDS,263827,4
0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,43bSKCMWHIuBsUVmQcDX1J,257000,3
0.266,0.0662,7,-21.072,1,0.0356,0.977,0.922,0.102,0.0402,142.161,3qzNMOAMWvzMtl3aPv9rOB,279653,3
0.184,0.0365,6,-28.57,0,0.0451,0.978,0.000201,0.0691,0.0352,92.433,4VpLwqzkob5lUeTE9rCqcK,134929,4
0.181,0.0734,2,-24.778,1,0.0404,0.972,0.888,0.0987,0.0723,71.623,0YNY0I3Hkspqe2NlhuWAQu,165053,3
0.329,0.0102,6,-29.214,0,0.0385,0.994,0.918,0.103,0.0684,132.244,5Ebm8OIFGeyoK25ZzXuju5,271213,3
0.289,0.076,11,-21.295,0,0.0366,0.993,0.887,0.0845,0.0324,101.755,4VTnc3rElZ3Ihcz5VM8mXa,375187,3
0.345,0.00421,6,-33.152,1,0.0511,0.995,0.896,0.0514,0.131,127.845,5NAIQcA3vCUOC9AxNteyfD,151440,4
0.0709,0.0155,1,-32.939,1,0.0435,0.949,0.785,0.0924,0.0315,76.646,4eY2bxGE2ykwefZ3adjetE,705512,3
0.206,0.0126,1,-32.604,1,0.0488,0.989,0.904,0.0808,0.0492,64.172,2u22XYHmJiVBl0HSW8jQFt,288000,3
0.142,0.0152,7,-30.817,1,0.0377,0.964,0.854,0.115,0.0746,92.621,3rL2blyeOBnUBq3yYA1KcE,227973,3
0.421,0.0576,7,-25.917,1,0.0352,0.992,0.907,0.0864,0.0706,103.635,2oWssoQZzx2Jkf0XArAYYS,130093,5
0.336,0.0183,1,-28.886,1,0.0442,0.994,0.944,0.106,0.0316,65.602,7bUIMBHbFjZ9ZcEWcMalzh,320293,3
0.296,0.00564,3,-32.386,1,0.0424,0.994,0.854,0.0957,0.033,133.411,4tHjDWRTJCNcsZyN3qohXS,246453,4
0.122,0.0963,0,-21.942,1,0.0375,0.962,0.666,0.166,0.133,83.662,7ipHx0jgei0eK8xn3xoKIL,227333,4
0.0946,0.00545,8,-36.585,1,0.0499,0.973,0.85,0.217,0.0421,63.457,2vqpvRc2fOowGpcMoauBY1,428573,4
0.336,0.0116,8,-32.715,0,0.0402,0.996,0.902,0.0623,0.219,180.292,1qFelTJth8g0iPsqtSqPXi,141000,3
0.205,0.122,5,-21.54,0,0.0347,0.851,0.421,0.185,0.234,77.481,2r5k34u94dT3HvexVNoKp7,431013,4
0.42,0.0647,5,-22.443,0,0.0577,0.994,0.933,0.117,0.273,68.548,46ZR5wsSguPakRDDEzBvYh,167493,4
0.38,0.144,7,-18.992,1,0.0305,0.992,0.872,0.118,0.0624,97.559,55p8usSB1X20vzeS8RQgzH,239840,3
0.192,0.00867,0,-30.556,0,0.0391,0.967,0.551,0.0918,0.0521,80.823,4ceNa5kkIOckvN2cR8PXwA,662040,4
0.394,0.0366,6,-26.187,0,0.04,0.977,0.832,0.0852,0.34,80.152,33Rc0lbQc5w45w9ASaG9oP,192573,4
0.274,0.0668,2,-22.133,0,0.0452,0.97,0.226,0.047,0.0598,101.385,6zRFaAS5BU6nys6gyzhtS3,292467,3
0.212,0.1,6,-24.353,0,0.0407,0.994,0.905,0.136,0.0662,69.286,1jrGWKc71OVjVSM9i7odXS,316667,4
0.148,0.108,0,-21.169,1,0.0492,0.975,0.234,0.0819,0.178,79.822,0q3gYSY1xn5JjmaFsiblHl,496067,4
0.0979,0.00275,0,-42.58,1,0.0401,0.852,0.745,0.0738,0.0323,76.077,0Fu7Fy14fmBjWHxp23YfhA,497400,3
0.289,0.114,11,-22.044,1,0.0359,0.993,0.847,0.0835,0.107,95.726,1bkDCG0kw4zgjMHpewwnVQ,155160,3
0.244,0.0714,2,-22.23,1,0.0457,0.981,0.921,0.103,0.119,72.98,6fRoD8ZqLd1cQnrT4e9Rko,223027,3
0.378,0.00398,0,-22.266,1,0.0541,0.991,0.91,0.0813,0.0366,65.177,5UV0qwd8kE1Mnq6OKK2mue,352027,4
0.371,0.0734,0,-27.215,1,0.0454,0.994,0.894,0.0919,0.314,76.226,6ZBotdsY19n5Jpfb9eXeSF,192347,4
0.396,0.136,5,-22.433,0,0.0421,0.889,0.788,0.134,0.375,166.793,7LBJq7x5egGaaF8NkWMVq7,243773,4
0.389,0.00208,1,-34.013,1,0.055,0.991,0.911,0.0749,0.0387,67.949,33L1CeBG99GEw08R1Rxsmr,189894,4
0.139,0.119,4,-24.208,1,0.0442,0.972,0.711,0.0969,0.0387,84.419,5NG6Zg4J9aUWpWE7ptaDXj,425520,3
0.476,0.0129,3,-29.242,0,0.0684,0.992,0.926,0.0696,0.041,49.026,35DU3XqGKvHCPDh8PPv8sD,160880,4
0.279,0.0633,3,-31.987,1,0.0421,0.993,0.938,0.0841,0.157,125.69,1WCcz5d39LWAHyqmAxfqjW,195267,4
0.238,0.0208,8,-30.756,1,0.0441,0.994,0.885,0.119,0.0834,91.662,5XXcbdqH3sLRCtAAk4WPmI,155667,4
0.313,0.0026,3,-35.224,1,0.0495,0.994,0.93,0.102,0.0396,134.495,4izbys5DvvPgyQTnONJvn6,229400,4
0.257,0.202,5,-17.676,0,0.0446,0.958,0.586,0.208,0.161,108.959,2sdhgaUlGB4WhHAw15GSwg,313573,4
0.42,0.00383,7,-34.324,0,0.0591,0.993,0.904,0.0853,0.0958,200.226,5qNJQ1AAFa6Dcj8HriGWOH,151960,4
0.176,0.106,5,-23.967,0,0.0379,0.954,0.774,0.143,0.171,176.027,6XFeHVVePTjhSgdL3sECTN,425627,3
0.258,0.0274,1,-32.948,0,0.0452,0.993,0.961,0.0735,0.0343,79.005,4Jh7WUSJsfFKZtaGlGQy4m,209027,4
0.468,0.00401,1,-29.953,1,0.0502,0.994,0.935,0.0891,0.0359,68.208,42otkYq3PyuQ0SONYv8Q6n,293160,3
0.228,0.000568,5,-42.147,0,0.047,0.851,0.817,0.325,0.212,87.188,6FZ18Qgmi9yAlXZ3vYm0ax,96400,3
0.402,0.000943,2,-39.851,0,0.0683,0.994,0.943,0.0689,0.0905,204.868,1zIzysunKc1KAqdA11AGmF,257732,3
0.162,0.0241,2,-26.91,0,0.0432,0.988,0.539,0.106,0.143,171.428,4lbFG9bdGJO8z3ERHwxMyl,229787,3
0.542,0.00411,6,-31.768,1,0.0518,0.991,0.859,0.0953,0.039,69.59,27WTvg8dL8CaMyg5kgrYZN,284400,3
0.286,0.115,3,-20.152,1,0.0509,0.959,0.82,0.0644,0.0951,111.78,7xVe34ISJHMWoMQm2pthok,381067,4
0.272,0.039,10,-28.962,1,0.0388,0.992,0.928,0.181,0.0969,118.985,4qOJpSWTdiuLX6tJQIZNBO,164387,4
0.0671,0.0146,6,-28.903,1,0.0396,0.942,0.751,0.0602,0.036,62.51,6aLZuGc4f9eQmW2ojjEjOs,1250360,4
0.143,0.00645,8,-33.494,0,0.0411,0.989,0.965,0.09,0.0321,139.99,0NRgB8PqxCblIH7B7WfDBO,230893,5
0.172,0.0701,2,-24.149,0,0.0552,0.981,0.0747,0.0818,0.0366,75.92,3J0Z89yUwyoMC6Tph95Xj6,746600,5
0.48,0.0515,0,-24.948,0,0.0431,0.994,0.919,0.0951,0.238,100.108,6VoZLvtdR4aRyiTy4zf4Nb,152773,4
0.197,0.0175,2,-26.946,0,0.0397,0.984,0.831,0.0877,0.0423,81.461,4yEvEcPG62YgX0WdvCCToq,293013,3
0.238,0.0174,11,-29.373,1,0.0357,0.99,0.921,0.0799,0.0885,68.528,05utSpK1EFNOnj98Aqy5Si,368533,4
0.135,0.124,5,-24.66,1,0.0535,0.957,0.825,0.058,0.0737,67.599,2wRZsRMlNPhp3DXBo8Y7ns,485507,3
0.232,0.122,7,-20.686,1,0.0368,0.982,0.864,0.0938,0.0376,103.566,1I3dhZcmI5Eu98vEfb9g9d,442267,3
0.188,0.147,0,-18.623,1,0.0356,0.974,0.905,0.112,0.0765,98.743,7xmWJYNnSFnMqMVdKPHRq0,250413,4
0.505,0.0469,7,-22.451,1,0.0624,0.989,0.902,0.102,0.0361,83.353,1YcK1A1oCoHFTf4jgVQE50,142000,4
0.35,0.0926,8,-21.264,1,0.0401,0.991,0.764,0.138,0.032,134.121,2k0FLtuTBYwGGyvNQ66Eqo,295778,4
0.206,0.058,10,-20.467,1,0.0441,0.99,0.000573,0.09,0.0479,176.377,3eLlW0GegkXy3o92t51xaJ,379053,3
0.096,0.101,11,-17.692,0,0.0355,0.891,0.921,0.132,0.0468,76.02,3FMW2qArFQCYgkACKiqyeq,689000,4
0.487,0.152,9,-20.265,1,0.053,0.959,0.638,0.322,0.237,110.946,3O4Rl1D1MiLliQml4atM5D,236587,4
0.157,0.00899,6,-34.986,1,0.037,0.991,0.913,0.0846,0.0573,65.855,5nyjJE5icW9rkqFGTZVhYR,364440,4
0.309,0.0113,6,-23.97,0,0.0491,0.991,0.951,0.0851,0.0988,65.565,26oID5JTkv963fmMQcsBef,569467,4
0.368,0.0835,7,-22.504,1,0.0343,0.788,0.876,0.108,0.181,107.279,5T6Y0sFRBDF2LxfGGo90Zc,910492,3
0.2,0.0172,2,-28.806,1,0.0546,0.974,0.00102,0.113,0.0379,82.818,1toCPmpNUnBXbgUEg7BTEk,253200,4
0.514,0.0772,11,-21.076,1,0.0352,0.981,0.00306,0.0859,0.511,87.514,7lCqzDWT6GPECGp0TzMnR7,119200,4
0.273,0.0549,10,-24.156,1,0.0461,0.995,0.898,0.0807,0.054,78.521,59JyhffzxORbdTQMJSYdlz,358573,4
0.366,0.156,10,-17.041,1,0.0318,0.97,0.954,0.2,0.265,107.937,5lhSgRzSBQh0CsGOt4TUAh,347427,4
0.234,0.00382,6,-34.689,1,0.0405,0.996,0.885,0.091,0.155,68.332,2XVPMHh86z4M8ghTw5xvxn,112493,4
0.142,0.0379,7,-25.793,1,0.053,0.987,0.783,0.0846,0.0767,96.118,1BIErb2Vkyllmjjrz651oC,262000,3
0.177,0.0771,4,-14.749,1,0.046,0.905,0.581,0.106,0.0377,144.234,25mDxI046ioWDZZgSF2MYT,913336,4
0.55,0.0339,5,-27.483,0,0.0405,0.996,0.933,0.0873,0.386,91.385,6jAQdK7lbclgMKQ97GmR6i,112493,4
0.399,0.148,3,-21.545,0,0.0394,0.993,0.911,0.127,0.134,147.218,6i137tDx0uQ9mmXmnOwoSY,303118,4
0.345,0.0176,2,-28.001,0,0.0378,0.992,0.000446,0.0635,0.188,96.958,4czjSVTWBP3JiEYBA9Guad,321587,4
0.492,0.0666,10,-23.439,1,0.0419,0.978,0.126,0.12,0.371,108.187,3SZmkkGhgOd88Q2FDhf8sv,352600,4
0.38,0.156,10,-19.358,1,0.0477,0.99,0.0688,0.111,0.541,164.618,71zYovKYHh6IfinHZwlYJY,163240,4
0.315,0.151,9,-18.509,1,0.0377,0.909,0.828,0.0644,0.16,133.567,7vbBVZV3jjdqhUEcfPtpJK,346733,4
0.384,0.0108,8,-30.028,1,0.0474,0.994,0.908,0.103,0.168,164.242,6WE2vVhrk7MmWSEF28QgwR,673000,4
0.115,0.0297,11,-29.564,0,0.0364,0.99,0.884,0.114,0.0398,79.658,2gmuvqhU3bnoTnkaTq0eqY,284920,4
0.287,0.0413,3,-23.115,1,0.0392,0.989,0.825,0.0755,0.19,112.081,5Q6P1DQGtytOnMUCyvlBS2,510533,4
0.183,0.0225,7,-27.452,1,0.0448,0.987,0.823,0.109,0.0491,110.855,66FSkKmgnMet1SQWsd3T6h,436493,3
0.269,0.174,2,-19.609,1,0.0477,0.989,0.932,0.453,0.482,100.114,6kjMfRBEqmySWZiqndkzhC,97560,4
0.3,0.1,0,-20.645,1,0.0414,0.904,0.86,0.0585,0.0902,138.246,6RTOBuWTqG7rc60K6xa9fP,620813,4
0.23,0.0284,7,-34.486,1,0.037,0.995,0.00881,0.106,0.349,155.804,7ulFzeemDntVFHFQyJIRFB,183800,4
0.38,0.125,9,-19.054,0,0.0446,0.949,0.0654,0.163,0.277,119.9,7hoRQKOqQqUTMT1RI7SNhF,640400,4
0.454,0.00719,8,-28.267,1,0.0644,0.995,0.916,0.118,0.151,135.137,1RExWN6ZhUKNEp86lIF6r4,376453,3
0.345,0.162,10,-19.301,1,0.0363,0.899,0.892,0.118,0.223,132.834,4UxYzsmPu7HZ791dBjefLc,613390,4
0.346,0.027,4,-25.968,1,0.0535,0.987,1.75e-05,0.103,0.124,90.07,2aJNtiJ9Xki6hEEsoQYJtX,277107,4
0.229,0.0513,6,-29.003,1,0.0494,0.987,0.0473,0.0938,0.0377,139.043,7nzAkHqcZ7DHo1b2FTiiCb,219267,4
0.308,0.0305,5,-23.064,1,0.0498,0.982,1.77e-05,0.0615,0.0827,66.206,2Ww6HxajSH22Av0oKkItqf,183600,4
0.352,0.25,0,-13.6,1,0.038,0.93,0.931,0.0643,0.146,122.866,4Ocxw6uK427Z38HATp2ghs,809333,4
0.356,0.0804,4,-18.066,1,0.0627,0.991,0.000529,0.0779,0.237,167.192,5lr5TbocNLOgf4FAH2Wi3d,140773,3
0.258,0.0261,10,-23.931,1,0.0438,0.978,0.00208,0.0573,0.0675,81.213,0WuQ2Hqo9YcIxTy1asfNxL,690307,3
0.28,0.121,0,-25.093,1,0.0406,0.991,0.895,0.106,0.14,101.196,1kbkxiArBp3r8HRs1QEWZg,536013,4
0.322,0.0235,0,-30.715,1,0.0526,0.984,0.0122,0.0841,0.132,114.374,5uWgXi5lOAnD8kfy93HD03,117707,4
0.243,0.145,3,-15.051,1,0.0357,0.972,0.444,0.0949,0.0392,146.309,6n3PLpXdED9gmQiqqQmbcn,119667,3
0.112,0.00731,9,-34.571,1,0.0368,0.995,0.211,0.105,0.0791,82.435,5yfYYE42D2pvhKlMWngMO1,131187,3
0.405,0.063,0,-19.771,1,0.0487,0.921,0.433,0.146,0.229,91.004,4xQqr3WMMrQ4aY94iKDS4L,369120,4
0.13,0.03,4,-25.903,1,0.0454,0.945,0.867,0.113,0.0368,85.499,3CJk0oVEEIN2JAfV0Y2KBm,900000,4
0.304,0.024,2,-26.397,1,0.0407,0.985,1.07e-05,0.0955,0.0464,124.366,2egYFLjRGuzt8lYM1Yznz2,254560,4
0.237,0.077,0,-21.399,1,0.0402,0.991,0.849,0.114,0.11,64.158,3yCSwzrwQRKGst1WYW6bzQ,283760,4
0.286,0.0703,9,-16.146,0,0.0393,0.962,0.862,0.11,0.109,118.228,4HLN0plDb30UwLJSHgxJQQ,816333,4
0.333,0.209,5,-21.035,1,0.0326,0.965,0.901,0.674,0.184,125.077,1KVaMoHoYd4BGv6KQKuy5t,916560,4
0.298,0.0442,0,-25.71,1,0.0481,0.989,0.00511,0.0759,0.0386,68.327,2Lnf4o3du7xQGuJgp7lLQu,176840,4
0.198,0.0101,6,-37.258,1,0.049,0.994,0.504,0.0932,0.179,84.636,4J4TWCAQOp4eFBitzkkpvR,179880,4
0.336,0.138,2,-20.767,1,0.0421,0.714,0.502,0.0944,0.233,115.518,27zDvwytPIiMdGpqFOkQTJ,498000,4
0.186,0.0201,1,-29.713,1,0.0399,0.977,0.285,0.0826,0.051,76.193,5csxHj607RulgGWUAtUjxy,128173,3
0.276,0.00842,7,-28.699,1,0.0343,0.944,0.0111,0.298,0.163,74.42,1ePX4ayS80SUWOQZReBwQt,269733,4
0.406,0.0166,7,-23.662,1,0.0348,0.973,0.00453,0.206,0.211,75.035,6BSuH9ukp7K73CVLyvB4Ks,459800,4
0.341,0.0303,9,-28.09,1,0.0372,0.99,0.885,0.0757,0.0477,99.543,0aVFVffGcvdUIhvrLpxvdI,638560,4
0.365,0.0307,0,-22.098,1,0.0398,0.977,0.772,0.201,0.164,126.185,5n2CXMi5TgTrS9MxxFC5u5,581040,4
0.395,0.184,0,-19.045,0,0.0437,0.942,0.509,0.0553,0.17,132.007,4iKqomlaLXfYVtUWdvUeGH,1440907,4
0.387,0.0494,2,-21.347,1,0.0331,0.983,0.699,0.365,0.262,97.541,5EpjTIuqFdXQM2HATcow9v,251867,3
0.194,0.0661,0,-21.842,1,0.0483,0.994,0.214,0.0987,0.0539,68.158,5pF0p5BXp98OCxpJSzLw5H,538173,5
0.343,0.0209,8,-27.015,1,0.0398,0.987,0.922,0.126,0.0393,125.242,4acoaqSa5dno7qMFExRG2w,497773,3
0.23,0.0449,0,-21.016,1,0.0403,0.955,0.68,0.133,0.121,81.875,7gL4uJ2bTX0TL5GjBmbvBS,466200,4
0.308,0.0496,5,-22.914,1,0.0423,0.955,0.282,0.0854,0.0637,122.207,46pNDy49hUaEdOj5omMp6q,394787,4
0.195,0.0741,6,-24.305,1,0.034,0.978,0.934,0.16,0.278,64.849,7GnpnKqlXW9RkPmyBR2VEf,280667,4
0.236,0.176,5,-21.265,0,0.0469,0.986,0.0107,0.0883,0.143,72.362,1GVhRtMmS41aYQL45lhmeC,266000,4
0.0844,0.0451,4,-17.852,1,0.0371,0.941,0.618,0.135,0.0388,83.187,6WIABwSr2Kc7GvyiPutt9F,704333,3
0.267,0.131,4,-20.679,1,0.0433,0.794,0.654,0.0701,0.28,81.319,58qUgGCJHP0WLvsCeXhGia,705333,4
0.315,0.032,0,-29.387,1,0.0453,0.961,0.337,0.101,0.216,103.758,1U9KqLPDGaQoONW8bcONko,434333,4
0.515,0.0787,9,-20.022,1,0.0382,0.968,0.882,0.0744,0.332,82.437,7CJPkeKl25RXxuMYeaCByE,378267,4
0.249,0.053,0,-25.429,1,0.044,0.961,0.472,0.118,0.197,118.355,6cVnUkusBg1PgHibvYAqC2,706280,4
0.215,0.0191,5,-25.121,1,0.0444,0.888,0.263,0.0941,0.0473,113.259,3Kl3KMDm4W0lbm4XJYy6Zy,898093,4
0.375,0.121,0,-23.44,1,0.0406,0.984,0.871,0.0984,0.453,147.398,0Gh45IbIKOG9IucFfrZqLT,424307,4
0.404,0.164,3,-17.449,1,0.0454,0.969,0.882,0.0691,0.418,144.99,7fUZ4ME47LBbbUrS2T2OTT,265707,4
0.177,0.172,10,-17.14,1,0.0315,0.973,0.276,0.208,0.0685,99.373,3QZOoXdgDJ4Wg2H3wYP5MS,130680,4
0.442,0.179,0,-24.556,1,0.0537,0.993,0.892,0.125,0.164,133.604,0FACbh0YPxCDWwSGxDydRu,358933,4
0.401,0.128,2,-18.798,1,0.0432,0.988,0.854,0.328,0.5,136.879,4ofb3jwDQIrnOudulTLxgR,307907,4
0.298,0.0895,0,-19.027,1,0.0434,0.988,0.916,0.0667,0.302,137.516,07Oij3AVn2iUvRZOq9I8bb,545960,4
0.253,0.00904,4,-34.536,1,0.0362,0.962,0.374,0.088,0.0981,96.59,36H8KITZAFqFC4iPP0W2LY,286160,4
0.345,0.15,6,-17.034,0,0.0426,0.98,0.785,0.0997,0.13,155.869,4F2YKfoLAJfneX9LrNu6CC,340000,3
0.39,0.115,3,-20.087,1,0.0407,0.986,0.918,0.119,0.307,125.775,7FDwLO15DquYxVyq6jxZGE,410240,4
0.171,0.022,6,-30.86,1,0.0493,0.981,0.549,0.0997,0.0638,81.85,5E1yYKKZIyVlsVpxyUH6EC,206480,5
0.311,0.0929,2,-25.373,1,0.0406,0.993,0.913,0.115,0.479,156.032,1ZAu3D1SvPysNxuXUrLv5h,158413,3
0.442,0.24,7,-16.262,1,0.0378,0.908,0.938,0.151,0.499,139.552,3ywsgxwRMClaMZLa18UVu3,241227,4
0.482,0.0303,2,-20.574,1,0.037,0.973,0.815,0.157,0.461,106.127,4VAy0GTOoTqXpPBaYDd3Uq,143949,4
0.227,0.00792,0,-34.323,1,0.0448,0.978,0.56,0.131,0.117,76.051,0whTDu3Nes1AFl2m0KTtmw,388120,4
0.077,0.0262,8,-24.079,1,0.04,0.945,0.487,0.0925,0.0345,80.392,5aNKYrgylkMhI0d51oYkHf,780827,3
0.185,0.0564,5,-23.967,1,0.0488,0.969,0.53,0.0706,0.0953,96.13,5eCJktM5Xb2wZFsl8KbC1Y,554000,4
0.244,0.018,0,-25.611,0,0.0476,0.948,0.203,0.0608,0.0708,131.886,0b5ErGJr4brN0Es73O2BS3,501533,3
0.341,0.00957,2,-20.789,0,0.0426,0.978,0.0374,0.0931,0.0508,82.493,2N11i0cs6QkyjL0B4jUY1j,335960,4
0.176,0.133,10,-21.053,0,0.0365,0.977,0.943,0.148,0.0356,107.834,62rW7jeulBf0zH12HZxhhH,171840,3
0.332,0.0549,7,-17.692,1,0.0367,0.977,0.91,0.103,0.315,142.365,20MBTOOid2UTtIMpr16BIt,328707,3
0.35,0.0702,2,-18.624,1,0.0434,0.934,0.907,0.137,0.213,135.867,0gAx3tH50bz9pEGhUYkWJH,326000,3
0.344,0.0611,7,-24.354,1,0.0394,0.986,0.59,0.117,0.508,139.919,1d0mVkzYmxp822pjE2JVrM,356733,4
0.152,0.0346,8,-24.733,1,0.0422,0.988,0.906,0.217,0.139,89.846,1IbynLaWX3z9tKxRZMAF4M,190707,3
0.505,0.145,0,-21.976,1,0.0481,0.986,0.89,0.112,0.499,80.432,7MqJwEbKHV8vnGtLqqomX5,273747,4
0.149,0.0566,5,-28.271,1,0.0663,0.184,0.388,0.0671,0.0579,64.405,3Qs1YxRJa7RcDPr4QYkVPD,304800,4
0.423,0.308,7,-15.374,0,0.0355,0.965,0.333,0.148,0.0863,115.275,7k22R54vbVSv6QnPVLHjBW,266067,3
0.433,0.0549,7,-22.121,1,0.0477,0.929,0.067,0.0693,0.358,125.599,6su8WsxgKHN7wm93zIZQ7q,479681,3
0.154,0.104,7,-20.462,1,0.0329,0.986,0.91,0.0945,0.0353,81.264,6xS3YLdnEQ8VHkxFHqgmHU,209613,3
0.334,0.134,2,-21.484,1,0.0376,0.987,0.901,0.0909,0.345,157.685,6FjbPZCBNNbQnhfKg9RcgW,469133,4
0.343,0.0138,3,-25.357,1,0.042,0.961,0.231,0.181,0.211,115.799,4cAo6Pje5pSobNYHbcXlFe,287000,4
0.277,0.00769,2,-30.851,1,0.0429,0.962,0.195,0.0969,0.103,127.164,1oStfg4y3wqWl7FK0SQ7yr,448503,4
0.498,0.0206,0,-21.742,1,0.0513,0.94,0.216,0.0758,0.373,126.049,3IehhHgOoLAK6h9nJz0vZ6,355413,4
0.559,0.114,3,-21.197,1,0.0411,0.952,0.85,0.0719,0.484,135.239,7epdvNJRvlCjGvOFCJiJnA,260667,4
0.424,0.143,7,-18.864,1,0.0449,0.976,0.9,0.094,0.75,147.355,6m2vd7n1AKinLVKHTNoUsO,205947,4
0.356,0.135,3,-23.984,1,0.0617,0.993,0.845,0.105,0.342,175.073,4lIzzujXFnaehoeH6V53X9,347000,4
0.239,0.0208,9,-24.683,1,0.0442,0.973,0.168,0.124,0.103,134.237,20SEyo1jCgiYxgAabS9W7U,273827,4
0.188,0.174,1,-17.803,0,0.0359,0.986,0.5,0.14,0.0353,128.648,2DOY2cXorGlbCBaPnvP50s,285667,4
0.413,0.141,4,-25.793,1,0.0389,0.995,0.879,0.133,0.579,130.833,69lbHyi2R0I3pxEHit3tjr,204893,4
0.245,0.0123,4,-23.9,0,0.0449,0.983,0.609,0.26,0.095,77.444,3QmVZNj2DGxuTP0RtXQ46X,383000,4
0.204,0.239,7,-17.412,0,0.0345,0.942,0.879,0.292,0.0345,85.638,7I3yn19QqatCKJELo75Fls,167360,4
0.333,0.13,6,-19.443,0,0.047,0.962,0.816,0.0881,0.144,134.796,5XNAL6XHnU1VaswYKQ9co1,884133,4
0.354,0.0877,5,-18.88,1,0.0453,0.916,0.603,0.0924,0.17,136.204,6P1gWrlBHEy2A6Er26Lqwl,522627,4
0.388,0.0889,0,-25.439,1,0.0429,0.992,0.913,0.104,0.304,121.233,04EJP4B6tA1AjEy6MqCjit,608520,4
0.558,0.194,0,-18.508,1,0.0433,0.903,0.913,0.109,0.485,72.306,4X0SxfzdVjLLdR10nGfbDS,250000,4
0.343,0.08,10,-21.812,1,0.0431,0.885,0.741,0.349,0.227,156.233,0hclBBKNUTI5dJCQsILipa,410200,4
0.544,0.167,0,-20.299,1,0.041,0.975,0.717,0.066,0.846,129.109,1BkYwRTZorjf39lYNQhsRD,188729,4
0.445,0.148,3,-19.103,1,0.0431,0.954,0.747,0.0644,0.413,136.124,00Q1vUaP6pafeNDqHZ8zVa,384837,4
0.264,0.33,0,-15.0,1,0.0362,0.963,0.339,0.27,0.501,97.333,7oS0r6JmVmWMDxz3N5Uhxo,264040,4
0.349,0.0666,2,-26.85,0,0.0334,0.406,0.000668,0.101,0.12,60.659,7mCxJpib6p9QhrTxbqU3cC,169160,4
0.344,0.00185,2,-33.139,0,0.0653,0.99,0.961,0.0982,0.307,69.611,4oRtckXvyNHUlpxdiQxdZA,230227,3
0.365,0.0925,3,-17.989,1,0.043,0.888,0.881,0.0939,0.102,115.822,5x0W4Ed2jjNJs9ztrzexft,554000,4
0.341,0.13,2,-17.473,1,0.0382,0.836,0.927,0.0623,0.169,122.538,6EwD2MZgCWyPEsvAZzubZh,502000,4
0.49,0.0669,3,-22.018,1,0.044,0.942,0.0836,0.0721,0.126,117.151,0FsyVbITEmewSBUQF4XtAW,341893,4
0.0651,0.00528,0,-24.963,0,0.034,0.905,0.185,0.138,0.0318,69.877,0y3tY56dZ477e6UzaNOMw8,393200,3
0.441,0.123,7,-18.151,1,0.0406,0.906,0.9,0.0695,0.296,130.802,3oTjim2aM0FtWB4ePX9JHh,542853,3
0.428,0.0315,7,-20.417,1,0.0358,0.991,0.821,0.146,0.285,71.878,2hPsyyNCbZWCSnXkD99gMV,331000,4
