danceability,tempo,energy,valence,mode,id,cluster
0.527,67.807,0.0338,0.179,1,5DWI8rBs9a5fyeR35poYYm,14
0.49,99.583,0.0207,0.408,0,3XQE7ZJGVZTcPcZMZslJk5,7
0.328,92.095,0.00758,0.151,1,7ex04ig5hEOizRLHLGlLO7,14
0.446,111.725,0.018,0.2,1,0BZLKyvqypWnn5kfysaNPt,2
0.499,94.543,0.033,0.236,1,5TQcYO4moNRTTrtM5Frj30,14
0.516,110.636,0.0267,0.378,1,1FxrWXRLIi0aUDlTQNLQZY,5
0.616,89.902,0.0148,0.361,1,23yqVbpiJoMHTs0RX4aPE7,5
0.464,69.306,0.032,0.208,1,2PPYHVE2EqwC8GASDE5Qzi,14
0.268,75.745,0.11,0.199,0,2WCeRZDVyagKARVqAxr7QW,9
0.283,139.106,0.0329,0.192,1,1fFH5FN5xZx2WT2dBXm4qx,2
0.269,161.705,0.0515,0.419,1,3W6h25jvS5vCfUoGuZFx9c,2
0.356,84.753,0.0186,0.154,1,2HwCcCi8Up9NECNBRt0yTV,14
0.499,94.127,0.0682,0.636,0,2m7XqU0gRlcPasjZCKvp6f,1
0.438,130.054,0.081,0.196,0,7oWtvkBURDJnmTZr40IE6k,7
0.421,65.229,0.00625,0.645,1,6hzlEcgzqLW9UbLsUZMTVP,5
0.304,114.487,0.0902,0.318,1,2p5THyuNwpJ9c7ex3TN383,2
0.433,90.192,0.0443,0.115,0,6WRGJsfwcYjyOtzgpyizPV,9
0.411,130.965,0.00955,0.223,1,4W4kAu3nU0Zp8WH7owpjbn,2
0.285,59.852,0.0186,0.122,1,4RfSDsnP15kSfeu4FxItmX,14
0.392,97.821,0.0632,0.26,0,0wNiKz7dVespHZP02RCDlE,9
0.499,67.661,0.0791,0.532,1,08DMzELdDyuk2DDd26C28y,5
0.411,143.044,0.0235,0.177,1,38IQW5WbKIQwSDsMQPMLSk,2
0.574,119.921,0.00617,0.125,1,5UOhiSuywxh22VLsnTieUW,2
0.381,120.128,0.0535,0.199,1,0ECmXrwUI8YqLnKKom8jq1,2
0.466,127.232,0.101,0.195,0,6lstaOC6qWvXPcXPgWXfc0,7
0.405,63.782,0.0483,0.155,1,1j7pycxTWD6vyiKJout75p,14
0.56,71.765,0.0111,0.274,1,3zMNVUKjygcVJQZMBff6Hc,5
0.354,92.885,0.0368,0.157,0,50Ihxe8oJ8cQ1tDYoehuTc,9
0.276,129.309,0.0566,0.108,1,600m7rqCDlRD80E9MQtVZB,2
0.486,66.826,0.046,0.167,0,4xqtdONrwig5n3JGVBz1nv,9
0.189,167.139,0.0081,0.166,1,2oD7qIB9vDBnE3uBmEh91C,2
0.501,103.888,0.084,0.322,1,6stVkYBRCRAL6Eqomde583,5
0.355,106.637,0.0368,0.0492,1,3JxLzqk5HisNeh5I03Mx22,14
0.216,206.686,0.0575,0.151,0,2XPxkVgxyj4QVaW78kS5vb,7
0.335,82.78,0.0798,0.084,1,1spPkmhaejcIpnjmP6nxq3,14
0.259,95.397,0.0347,0.229,1,7d5LYgI4nXAQD0UdxMr8iE,14
0.46,103.954,0.0272,0.34,1,0npBzVrDKbhg6khGMBuFzQ,2
0.42,91.463,0.032,0.169,0,5UvdAChDs1Rr0GYEkUMZma,9
0.367,70.716,0.0396,0.0505,1,4vdzY5DNQGGb3pby9pprKD,14
0.296,119.932,0.0204,0.0925,1,1lrgqrIxD3tDYVv6n3i1aL,2
0.429,85.457,0.0423,0.233,0,6dG6b98wdolLoHdFaAusxR,9
0.343,171.432,0.0498,0.566,1,36wwYDM1vuWHuocV3Nq9hf,2
0.359,143.856,0.00661,0.113,0,2hvJks7wVAgPubs2ngNOwQ,7
0.477,71.631,0.0343,0.134,1,4b4DLYtksvYepzKqdgSkAz,14
0.405,136.131,0.0413,0.417,1,7wvLqTxF6Nm4k579lboPC8,2
0.419,181.943,0.043,0.375,1,5DezuV0RFcMcgA11UGdGBR,2
0.487,126.671,0.00855,0.171,1,3v9b94v3ja4RL480ZrJ6bI,2
0.354,79.894,0.0297,0.275,1,1gB9Hvz050IuA28oxXtydl,14
0.326,164.752,0.0675,0.362,1,7odH627CfIdqmlV0M7HeWb,2
0.509,119.069,0.0316,0.348,1,0TID2XzKx1DFybP338IxkU,2
0.334,88.396,0.0203,0.351,0,0yccHAlypw9zM9Pf33lLjd,9
0.451,132.813,0.023,0.226,0,18oB9NlhCMSzlte5KAj5tl,7
0.258,72.024,0.00467,0.285,1,3N79AZhe7FiBgF7leqGhHt,14
0.569,74.988,0.0167,0.193,0,5oLtQcVkF0Ilww3U3P8McC,9
0.527,75.814,0.00824,0.403,1,6S1sG03j36YgxCtuZjgfI5,5
0.269,75.056,0.0927,0.0699,1,3rFTaMYqYLue1TrmauOGye,14
0.386,80.053,0.0172,0.26,1,08YpIbdhqosOuZl9cddBHF,14
0.271,149.538,0.0452,0.272,1,0OQWq6Sgbn0L59KfhVYxBT,2
0.362,87.942,0.107,0.363,0,7guzWL6scF2bIRud4Mfk9Y,9
0.493,62.039,0.0372,0.348,1,5Wp5IP3REfgDJnxKeUOfb3,14
0.31,70.979,0.0619,0.146,1,1UY1Fr1IExkpYxxxxUWFug,14
0.431,77.745,0.00807,0.334,0,2UscVwaSo0fbaX5QxVgqH8,9
0.411,143.268,0.0797,0.199,1,0HUbTiZUqqQWmA4GKwJWOv,2
0.245,85.92,0.0226,0.153,1,5Xg2TWsPN5JK4k0FcgOwYJ,14
0.382,94.112,0.0737,0.294,1,5LIsR2QFLqxot9tX9huYwi,14
0.569,74.247,0.0123,0.426,1,0bda1IFiwlTA3qgmTGzMZg,5
0.41,113.907,0.0332,0.266,1,4EZtXiZ3PdrGxTQ43WLhub,2
0.291,180.906,0.0763,0.181,1,2AE6p5RRHnLxAllP1zdXPt,2
0.483,67.581,0.116,0.543,1,4PLaetqDYcJK1e6VFb361C,5
0.418,95.985,0.0225,0.317,0,6JQYaWXutl3Dqul7H5Zif0,9
0.353,124.837,0.0687,0.18,0,7dMT5XlXtLoFkUBzJapLUr,7
0.51,77.515,0.0679,0.492,0,0uFGCfcqs595Q0ptklBeUt,9
0.502,74.585,0.0541,0.252,0,0ATCSA5YcOdy8jRY3FRJSe,9
0.291,105.868,0.0637,0.321,1,0UcW9Fjb0oopOfdDxo7KKj,14
0.319,128.461,0.0911,0.272,0,5KikhbdQUWeO0CsloJVCPK,7
0.282,128.534,0.063,0.102,1,0R4HTYUjrBvDwxilINNwYZ,2
0.317,141.422,0.0138,0.399,1,7w2uDecC0itAWOKd186QLY,2
0.418,117.39,0.0354,0.267,1,1IL5OjrJVpTQs94qr8SWVj,2
0.217,179.164,0.00554,0.0935,1,4Xt9TNdtaUx6ITgptTbshv,2
0.58,104.383,0.114,0.225,1,7jOC9bmHMZ5m4S1ZDAYgzn,5
0.308,60.026,0.00396,0.0961,1,0KaDIuxC0tek01gCKrUNY8,14
0.398,75.821,0.0173,0.122,1,5fOv8ynuVRniCFLQ48grdI,14
0.503,69.454,0.0132,0.0854,0,0zFzeFBStkbUw8yLAsfX8z,9
0.376,93.277,0.0714,0.0744,1,0B5emsAmwLIx51EPR5W90G,14
0.433,90.457,0.0441,0.0968,1,78qaTDD6WW9NnnaFJfP6wa,14
0.414,132.448,0.199,0.364,1,6v4iwIJSO643u80acw9sSI,2
0.284,128.537,0.0274,0.0459,1,3y3GMygxjeZ8VQDfEoyKh7,2
0.417,93.961,0.0285,0.237,1,0NQrHEQ4wPot63kIRzjASq,14
0.333,104.058,0.072,0.271,1,2StQJ41DNRKRHNfGbKexPM,14
0.39,127.17,0.0414,0.309,0,1wpifGgn2zC6OPEI6okI67,7
0.462,74.267,0.0244,0.128,1,5xy2cj5d2WOTjPkkHuVH84,14
0.328,135.606,0.0263,0.136,1,79v9cKSakZbCRZI0r0QrV7,2
0.455,114.668,0.0559,0.415,1,1MoboyfmxM1P6tgpEnnfud,2
0.395,64.547,0.013,0.101,1,4CNWL6JFAflLeoDjojqbKN,14
0.367,103.169,0.0221,0.158,1,00PnFrg2QQzPqkeuxGxcz9,14
0.318,110.497,0.0635,0.26,1,29wXeahxSJmYAQcQHQS71o,2
0.559,84.806,0.0176,0.162,1,43gzo5RNf3HP1OLoJQsmQG,5
0.444,127.897,0.121,0.175,0,5t9WS1mp1WGOqz6lJut8za,7
0.371,109.903,0.028,0.105,0,6eNCYZyPFmSn4KgAJYDwdw,9
0.302,151.537,0.044,0.317,1,63gb8AihdONhOalTRVfo3o,2
0.31,178.177,0.0253,0.176,0,6OlFD2bYRtoQexcfexfdvr,7
0.345,122.677,0.0195,0.461,1,6V3EqKAHRMDKUYYPtD0lVQ,2
0.367,64.925,0.103,0.0412,1,5BMOKxB68b72YxWVnbq6Zf,14
0.303,165.352,0.0421,0.21,1,48aOlsvnC4e8cdMsrw59Qd,2
0.361,76.975,0.0291,0.127,1,0c3pAQGKjwHKo9ilC8i8c5,14
0.31,104.161,0.00419,0.214,1,3oymu4B8YqysHtkQV3oRZ7,14
0.402,76.219,0.0275,0.365,1,0fqveSCZR2TqGAtEid72Ua,14
0.3,89.452,0.0489,0.0508,1,6zB7Vvymi8vYeSqH9z9HhV,14
0.194,174.543,0.0123,0.144,1,0ad4PNbIzDJwVzCCjKhvAA,2
0.427,77.492,0.0278,0.329,0,49a2PByrGqVmdCktGMZwgc,9
0.373,53.484,0.0309,0.233,1,1ETktQHotqA5mRLE3ABnin,14
0.308,143.231,0.00889,0.11,1,0sCPbmOcdRcTWVDjHh22id,2
0.366,81.571,0.0778,0.482,0,2xU7HfHYdDO8T4TVRJwvHJ,9
0.575,126.268,0.0149,0.551,1,0XCTZX036IzhP1ea8CrDK3,5
0.447,67.659,0.0136,0.14,1,0OyfmSpjOUz6k0swecwQEw,14
0.453,73.774,0.0101,0.313,1,2MUBJrvs9yanwhD9HZnXUB,14
0.406,95.673,0.0269,0.141,0,45tnZArwDyo4hM7Zjguqb9,9
0.502,143.532,0.0482,0.462,0,5akwB4g9TXC5B586LAew37,7
0.3,129.952,0.0464,0.172,1,0I9HIOTtaXrX968btEa3DA,2
0.361,92.626,0.0364,0.186,1,0Nxz7Bf7EZgGVzaH4McTd2,14
0.319,138.784,0.0367,0.0556,0,1sINJB2tVaHV5r3iKCACHv,7
0.31,119.302,0.0216,0.116,1,23E7NEU613xv62Z0m1vz5b,2
0.529,72.409,0.0696,0.3,0,0yBjtQdUb2T281UIF5hUMU,9
0.448,139.33,0.107,0.2,1,25h6NHq2mLaiupkc0XDuBa,2
0.515,98.594,0.048,0.0944,0,5vz0Vls8TbtlI58CHQrIpb,9
0.462,128.2,0.0506,0.167,0,1XA8P59ZUJRDRqB30BOuNV,7
0.315,116.977,0.0251,0.144,1,5YB0FJ63K0g5ZXw0BN4HXF,2
0.475,86.844,0.134,0.115,0,7Jrx30VldPaujIaP3c2SJn,9
0.23,136.201,0.0335,0.149,1,6Byh2m5om63yZL35VrP0CF,2
0.353,78.479,0.00904,0.161,1,7uN2L2nq8gfUBOUfHtSkQX,14
0.505,80.965,0.0424,0.392,1,4ngpD9qM5EinF3KKKoyZDB,5
0.293,138.33,0.0427,0.218,1,3VHGpDGB6roBImYAY5fjcS,2
0.48,97.119,0.0171,0.136,1,4XhZgQHy6yNEB5M3NhZXAG,14
0.366,105.854,0.0716,0.172,0,445KHitEvap0tspDZ3C78V,9
0.325,121.311,0.0546,0.127,1,7e9rtvEfKg3QkMkZrZtTnW,2
0.285,77.603,0.148,0.381,1,0DXsxu0TJ8TtrOklnsL6nj,14
0.354,110.577,0.097,0.325,1,0t0X7v3Qcq7wMviNjWaWDO,2
0.376,88.321,0.0851,0.265,0,54MnM9dYvVaV9jAZLcZu7P,9
0.397,105.729,0.0348,0.247,0,7tJDHTlzyUK1nsbSD2rf6f,9
0.359,82.115,0.0674,0.166,1,2PLSyXt3DrKNzjdHwH4hkM,14
0.464,111.993,0.0639,0.317,0,025aQi6Ffw676y8m4zLPk7,7
0.426,98.668,0.0303,0.111,1,5EcZL9ug4iU6C7Dqqfixgt,14
0.329,108.214,0.0375,0.191,1,18S2PRuactalb1hwBxfwGl,14
0.431,114.685,0.0408,0.111,1,2evtV15tCbNjFDZRhd0CM9,2
0.107,151.531,0.0214,0.064,0,6HIRhDZd8E7MMkfZDLpV48,7
0.242,91.851,0.139,0.327,1,4sej0O7NBjgr31sPkjKyrf,14
0.351,101.817,0.00957,0.165,0,3a29LVdJdkqOBNDFnbbqJN,9
0.274,89.04,0.033,0.175,1,695BxK7VbbK6M4CRvtR5Sn,14
0.504,75.761,0.056,0.337,1,37aia1wG2Ncz8AWjM4tPlY,5
0.374,129.413,0.0405,0.226,1,4iCLo3ZjF6V1RW4Wz18KMz,2
0.307,68.459,0.025,0.159,1,5e5tJl04Fp74oHxpsrC7Tk,14
0.454,119.207,0.178,0.31,1,4oQi1BbH2g3V3s7lluq8vy,2
0.462,124.097,0.0737,0.271,1,1THlfYe3VM1P2V7oPIbWW1,2
0.408,71.074,0.0319,0.427,1,6sMS6Z4qcxbtaF22plJzaM,14
0.419,103.524,0.0126,0.157,1,3QaYNoyQzsOFfek0pTgqWi,14
0.394,92.35,0.0121,0.161,0,5Ze2cIMQcXqJQ0QdhX5ZQ1,9
0.472,79.961,0.0376,0.152,1,5qcAFHyLIMPgQseVVE2qGJ,14
0.387,139.96,0.0196,0.246,1,4OI6jrwpj1xkejfp6R5uj2,2
0.396,117.177,0.0155,0.209,1,0D634fov9hm0Yt2wTyAZ4M,2
0.262,179.674,0.0623,0.193,1,7JMcuZdww7k1eQIRPbpRoG,2
0.348,70.771,0.0143,0.304,1,0rlR7gBOx5jfIvVsPfGQsC,14
0.3,129.894,0.0572,0.193,1,0RdeSJMPOXBb8a1MmEP7Fq,2
0.369,172.574,0.0137,0.206,1,0ttyQPhxTXajLR9vNCBvV9,2
0.324,107.739,0.0407,0.141,1,2kBKYE62rFAbdrr9KllA2v,14
0.414,66.926,0.00305,0.351,1,3yMBkcCZA5dTrqEoz83azz,14
0.393,87.708,0.0717,0.358,1,0ndzVIqnahvsvjihtlOsHx,14
0.448,95.491,0.0643,0.279,1,3OrNycpUQqB3sn9QRUqfjj,14
0.26,77.6,0.0609,0.19,1,4wZWEuu89nlc6KVJgECTqx,14
0.376,167.988,0.0597,0.257,1,1EERR4elDmZ67iD5MU6Bs3,2
0.454,100.224,0.032,0.103,0,4OXMONKgLmW0FZGU6Sm7Hf,9
0.378,64.244,0.0112,0.0789,0,239W1Z795G2xYOqdrVLirv,9
0.385,106.871,0.0453,0.207,1,1fyoUmAZLx9tLmXA99Uxs4,14
0.275,136.76,0.00674,0.142,1,6zB9GWgc3mjxnqGgHAwvpU,2
0.648,120.121,0.0143,0.166,1,2XXnGBKuvfcpfVvRgBEdvP,2
0.425,81.324,0.0372,0.147,1,7inwDSpJOVDN9kUsi7JtqX,14
0.394,87.578,0.0189,0.307,1,7fFC24ppNibtsubi84bSwH,14
0.299,117.249,0.0631,0.0682,0,7MkxpIhNBXy8blub5txeDD,7
0.406,98.693,0.0574,0.164,1,6QIPjub60aFnvKxe4oNuEs,14
0.321,106.316,0.013,0.216,0,0CNhH6mjashU1e7z0j1LXl,9
0.3,112.362,0.0508,0.0668,0,4xwUUKpKf52tIHZRyyUFKw,9
0.334,123.04,0.107,0.227,1,3KY4J1SHhjAEn6hDqJooZn,2
0.21,201.132,0.0546,0.544,1,1FiGodE7QpV6yXRtDGSuKO,2
0.412,101.633,0.0486,0.229,1,4GmJDwysMN5Et05ZOOBkQe,14
0.469,111.869,0.0658,0.187,0,4CK2atgvodyG3xJPXXt58U,7
0.315,173.446,0.0399,0.269,1,7MgKqFoVURzmNlOBkPtyLT,2
0.395,81.681,0.0093,0.181,0,73WwLsqz0sZQucwkeyybus,9
0.371,96.604,0.0247,0.11,1,6nEtaXKHUnrcbTjagD9mXC,14
0.34,153.029,0.116,0.35,1,5halRWU8tbxz8TGNKUBT1G,2
0.376,90.977,0.0254,0.169,0,05HDcU36t1sVPiOzAAolke,9
0.414,85.905,0.136,0.406,1,2UUoUzFXegRNIzIangETNG,5
0.374,118.96,0.023,0.0776,1,2rBLJwsNjWvSx0yVAQLc3B,2
0.186,69.738,0.0173,0.329,1,7J7tN1PAKrD6yY8xmR8Q7a,14
0.442,113.645,0.0992,0.213,1,5YvY66JItF2jFFKeB27pmO,2
0.255,169.698,0.132,0.378,1,2nLJMA693clFEHKBi9de3i,2
0.347,80.207,0.028,0.229,1,64XD6XEroqjxW25e6ZMHMK,14
0.386,111.914,0.0552,0.247,1,6XTKYGyydndSUV3OHHDwZU,2
0.392,66.99,0.018,0.14,1,2JWORFavKKenbRigLBM0Uj,14
0.472,114.492,0.0166,0.13,1,5n3cwcqeC5XvcBuix3ZuVC,2
0.361,146.926,0.0201,0.151,1,2aLgFG14lYLiV8YYziZI7Q,2
0.47,102.547,0.0278,0.344,1,6kGrBd9wrk0ducE1R9F4uZ,5
0.504,113.122,0.0248,0.198,1,7cY9kWU1cPLJ1wxxvKEZMh,2
0.396,65.118,0.00635,0.148,0,6yupcJhCWpLXHjm6zQHgaF,9
0.384,135.352,0.0686,0.487,0,1iGMUpV6h0zA6pUSXfQJVr,7
0.39,84.421,0.0389,0.0613,1,4nncPBsmSPNNeZ2nbd0QR7,14
0.477,91.452,0.0384,0.149,0,23FvAAvnx3NzbTmMiod5nf,9
0.487,123.902,0.0708,0.49,1,6aPNSFUv5X13wjZsjJAbYW,2
0.402,87.279,0.0158,0.135,1,3l7MIilW80gHnwhoV75y2m,14
0.432,126.746,0.0213,0.144,1,2u6LWpFrDoipclUF01Oaeu,2
0.412,145.978,0.0556,0.201,1,4Z94Nth1RThACL5ohW5xpy,2
0.23,208.418,0.0333,0.177,0,0eYb8nrvYDtDCCcxdpxaEb,7
0.563,108.367,0.0253,0.0987,1,6d1XH0OKwZVbITLqPoToDg,2
0.41,83.35,0.138,0.184,0,0ob3wzPe3R3NpJtUEz0wUQ,9
0.385,63.828,0.0251,0.238,1,44jnGxgCSoyxygFmpyCiPy,14
0.34,109.012,0.103,0.188,1,4zGwlwhObmrKxQSVwaWFMA,2
0.368,79.307,0.0272,0.51,1,0yAgdDXxal3Em3W4X1bkGq,14
0.349,93.299,0.0451,0.143,1,2gtgt4HljfLVdXRMPG9QiA,14
0.458,138.182,0.0161,0.0714,1,27NsmJyv3hRvtP9V48xYNB,2
0.397,124.936,0.0511,0.298,1,0ngwNemhn1nKmYHYZnJZmB,2
0.298,92.603,0.0362,0.246,1,3umYvXZeXEt4JrefxncSx6,14
0.48,83.353,0.0505,0.151,1,4BWkwMwvllPPl0XKxPxRad,14
0.426,91.208,0.0271,0.164,0,5HSBbEUofDbCCZOuXaJ9un,9
0.259,65.403,0.00486,0.281,1,2J9UTgDdul3kMGZgnsUZIp,14
0.283,81.803,0.037,0.128,1,5yWWqRGYKTfSoFTYKAnDlo,14
0.137,77.873,0.023,0.06,1,790LoJy9GwWsIjtu8PZEos,14
0.329,110.747,0.0592,0.276,1,1ri9OTTCvGn1yMlDiqAdFS,2
0.422,76.954,0.0265,0.23,1,4WFF3LgLuK0qGqY1YUdzD6,14
0.403,129.766,0.0289,0.185,0,51bCmUlVILY4qBFkm2t0Km,7
0.335,92.277,0.0168,0.177,0,7ICZkeodyeK8foAiGbJjOI,9
0.604,130.794,0.06,0.275,1,2n4tgkKIrN1DPOUamOFnrO,2
0.503,128.033,0.0555,0.167,1,52gy2KpFkLkAERIhMCYESc,2
0.249,64.162,0.0374,0.14,1,6osge3cxU5DKKEcbru8Tk5,14
0.407,128.937,0.0573,0.437,0,3qowDmCLrK4mgwbbFW5unz,7
0.343,72.186,0.0133,0.14,0,3e9Gta423esoiEi5AoIApd,9
0.49,99.335,0.0531,0.319,1,6X4fTprmm1elJ6LPGXJEsP,5
0.492,114.103,0.138,0.184,1,1TWlhhICPR0UpyIJhxPiEx,2
0.315,163.274,0.0546,0.128,1,4uNQlDhz4fIKvjvdSESKou,2
0.438,90.827,0.0358,0.115,1,2lMF3cGQbTOzELfwj4Ex3F,14
0.343,66.526,0.0184,0.303,0,45YmYHJG9AoFEg6X2xvmTV,9
0.3,97.192,0.122,0.225,1,0NEX6oBUy1iu6KALZ1m94c,14
0.56,48.281,0.0345,0.34,0,27An0sDvzMb7GM6pRE9ycF,9
0.39,140.22,0.0358,0.159,1,3NqUYlQxTAWw3Mg3OaOwUE,2
0.286,123.067,0.0206,0.316,1,7gSXF0SO2U7QrR5O0lhOdA,2
0.211,204.592,0.21,0.22,1,6M2N8fKC1Ik2rX6ZFW9QOf,2
0.339,82.431,0.0138,0.175,0,5axUCaGmmqMGXyAg8BF1FF,9
0.574,68.24,0.0236,0.245,1,60aQ47g6775vmbN3yMntql,5
0.441,116.428,0.0323,0.16,0,2jUd0hF3zy4FNsO2ODt3hq,7
0.397,76.178,0.00919,0.102,0,3iwSjHyE2dXvTgzL2u771I,9
0.256,101.043,0.00409,0.437,1,2jRlPB32YMnpz1qcIY97oY,14
0.427,68.903,0.0272,0.0911,1,4v1nkqzbzajcLBxEnJ1AP3,14
0.418,176.005,0.115,0.193,1,32M1PQzEcQ3QayteUcZDrD,2
0.266,191.598,0.0661,0.516,1,2qCzkyUdNWxGY0lQh0jp8F,2
0.288,80.046,0.0294,0.156,0,70oTgyGPmB9ZtU2lrjbZfj,9
0.381,133.188,0.0056,0.259,1,5GYKdUcKo5iuhHla2ekgS9,2
0.416,74.187,0.0267,0.393,1,0RFePvTBDtrlnhopyDRS73,14
0.425,91.129,0.00957,0.0965,0,0DoZ4rU4WmaHcySIJHQY5A,9
0.27,88.897,0.0229,0.238,1,4xYztiOcXXOiC1TwTsXuY3,14
0.384,61.485,0.0178,0.164,0,7Ifj1BA2mFHr1FmCxV9p1M,9
0.365,86.109,0.0282,0.466,1,69cCYMgf3Hk9BzbYLmzY7V,14
0.317,74.547,0.0349,0.12,1,2QV0SPhmLDd9jqshZRnLY5,14
0.316,70.132,0.0617,0.19,0,0fHo89AiSS0X3ycHHKnIoU,9
0.66,118.05,0.688,0.65,1,7eQpbVg3tjHmtdOlAHxaTr,12
0.684,81.001,0.607,0.498,0,0JXXNGljqupsJaZsgSbMZV,1
0.62,87.865,0.396,0.774,0,3MlQPB0wJuopo3NTZGlMpI,1
0.483,168.79,0.492,0.328,0,2zuDMKJ2rSgCMtJknUJBZ9,11
0.702,122.083,0.472,0.39,1,47ssddfj7Ug6hO9Ol2AXGu,0
0.611,100.129,0.626,0.48,1,06dQ2rcBkq7z3AEZ4jhvc2,5
0.65,77.011,0.662,0.628,0,6Vt2v8xwxcGqAOcTKlBeWo,1
0.618,97.057,0.712,0.305,1,6ufcuVInt0ocHrUimDjGlb,6
0.467,141.889,0.624,0.31,0,6BQrmjAgPfPTwILoFEK3Hd,3
0.601,152.994,0.481,0.484,0,4AwJSk491AvHk2AAJReGzZ,11
0.584,124.913,0.453,0.328,1,58cMDjQSUdWJUgFmHxRhjt,0
0.507,111.458,0.538,0.239,1,2Eg5fW5yInLRGszS4s9eN6,5
0.707,65.038,0.261,0.545,0,1eIXYZWEfJO3Na2LCCnIJE,1
0.521,114.562,0.565,0.261,0,2rZQC2Hwy4sClylYHg2MXI,13
0.703,101.959,0.537,0.148,1,5VRVc5Cq5MbKJG5llJ8XvH,0
0.545,115.052,0.768,0.557,0,1pJsmr01tzKnFfjeCvzcdc,1
0.8,135.018,0.614,0.548,0,2dOUErBzFZJ8l7MbV6FcYW,4
0.914,105.033,0.643,0.764,0,1DA2ADZs6O28y2rmdmpekw,4
0.884,112.978,0.658,0.502,1,1xTYy3K3hiTcoZfoD7culn,12
0.805,84.978,0.616,0.764,1,3ED40EjXiD4plW6UMteKGx,12
0.731,127.03,0.493,0.852,0,1CcorUngVSo7k2GX8GLB53,4
0.617,141.967,0.378,0.22,1,3XgGQ1wjo5khvq2UImjyNF,0
0.848,120.009,0.512,0.572,0,2wSTnntOPRi7aQneobFtU4,4
0.714,76.978,0.407,0.358,1,6q4yusLwjDYEcF6jXHdt7J,5
0.363,75.885,0.498,0.251,0,5ipyh2SML7XT0dfj38ln2w,1
0.658,89.779,0.644,0.37,0,2z7L8jakEq0POyRdufZCT9,1
0.745,140.082,0.622,0.557,0,3noiPAHonb3coH4jSVM09i,4
0.836,90.876,0.411,0.845,0,1LPQheJpIsG8rlUkCmZx2D,4
0.557,123.842,0.455,0.584,0,2prgEUNls0vlOlZoDzTw5m,1
0.766,119.906,0.518,0.494,1,2L85gIDzIGLTmHCRUW2pHR,0
0.815,114.009,0.606,0.484,0,2lVYLiHGIX6GajMqYXF1Un,13
0.582,133.249,0.525,0.51,0,2Ch7LmS7r2Gy2kc64wv3Bz,13
0.506,136.961,0.531,0.707,1,7ndcbnVmqORhDBMA0VPt4W,10
0.667,107.005,0.55,0.49,0,5BeLd9BErYOPAsHSFIWK3C,1
0.621,110.113,0.411,0.357,0,4MbzauKV2ydtZZjLsPcuTF,13
0.461,114.225,0.279,0.599,0,2CSRrnOEELmhpq8iaAi9cd,1
0.739,122.033,0.371,0.207,0,3REQkt60mafExNVnJehMdL,13
0.723,117.983,0.461,0.183,0,2dsbZwFPMYhchakMgL72DD,13
0.699,102.919,0.679,0.56,1,3K9IrLs25jHtvWjAAFAfav,12
0.73,171.824,0.634,0.777,0,0SSVi1ND8YAk5XpaHOePoo,11
0.769,89.975,0.446,0.62,1,5HMl6aG4uTWFo8TZvJ7pfn,5
0.733,132.248,0.625,0.255,1,4QzljsoizfscCExqa1CDWN,0
0.367,69.827,0.142,0.1,0,3FImu2LpSuH6gDHBuFgIbS,9
0.538,88.791,0.659,0.542,0,4bYTTDFnNbakdU9NX8uMKj,1
0.551,137.265,0.37,0.241,0,7r1MqPAD09w24mCUUbxiCI,7
0.392,78.031,0.476,0.234,1,1xsYj84j7hUDDnTTerGWlH,5
0.548,137.145,0.691,0.667,0,4KfSdst7rW39C0sfhArdrz,11
0.413,158.066,0.881,0.364,0,5UWwZ5lm5PKu6eKsHAGxOk,3
0.532,122.511,0.887,0.795,1,37ZJ0p5Jm13JPevGcx4SkF,12
0.545,80.544,0.64,0.606,0,70YvYr2hGlS01bKRIho1HM,1
0.635,125.988,0.686,0.464,1,2EC9IJj7g0mN1Q5VrZkiYY,0
0.743,123.596,0.446,0.278,0,3dPQuX8Gs42Y7b454ybpMR,13
0.73,114.965,0.487,0.731,1,254bXAqt3zP6P50BdQvEsq,12
0.502,133.52,0.89,0.259,1,57bgtoPSgt236HzfBOd8kj,8
0.267,84.989,0.953,0.568,0,0PdM2a6oIjqepoEfcJo0RO,1
0.579,147.125,0.508,0.609,1,40riOy7x9W7GXjyGp4pjAv,10
0.305,100.675,0.833,0.586,1,5sFDReWLrZHLFZFjHsjUTS,6
0.412,89.74,0.902,0.422,1,0hCB0YR03f6AmQaHbwWDe8,6
0.515,91.844,0.43,0.104,1,70LcF31zb1H0PyJoS1Sx1r,5
0.526,141.167,0.978,0.451,1,05RgAMGypEvqhNs5hPCbMS,8
0.362,164.019,0.961,0.491,1,2RaA6kIcvomt77qlIgGhCT,8
0.933,109.975,0.528,0.756,0,57JVGBtBLCfHw2muk5416J,4
0.27,146.347,0.944,0.606,1,6hTcuIQa0sxrrByu9wTD7s,8
0.566,123.296,0.834,0.621,0,3VqHuw0wFlIHcIPWkhIbdQ,4
0.73,148.217,0.868,0.923,1,6cr6UDpkjEaMQ80OjWqEBQ,12
0.394,105.338,0.944,0.265,0,6QewNVIDKdSl8Y3ycuHIei,3
0.683,102.457,0.63,0.481,1,1CM1wOqD2AIjt2MWd31LV2,5
0.599,140.123,0.931,0.536,1,549Go7a66CX6k523uK9kUv,10
0.49,125.812,0.724,0.292,1,4qgZs0RNjdzKAS22lP0QjY,0
