speechiness,instrumentalness,acousticness,liveness,loudness,id,cluster
0.113,2.36e-05,0.761,0.13,-12.847,78dm8zrEiJ1d0G6IBuiN7m,4
0.209,0.494,0.0127,0.0573,-7.02,55meeb1WffJW16DfMnWVi0,5
0.033,0.0336,0.71,0.115,-5.992,5g1IxCinEawQcerAMrs2tU,4
0.0319,0.804,0.000219,0.0748,-4.898,1IafXP9REln2SxcNXOCIDS,5
0.0868,0.158,0.0796,0.218,-10.705,2PfPIIxUiH9Y7miXqiQdqv,0
0.204,0.00369,0.0796,0.129,-7.453,4dJsbFmhri91euJQbhVqT8,3
0.0539,0.577,0.00355,0.35,-10.002,5ukTUKLwsaThljUaV6IVAs,5
0.0447,0.511,0.614,0.116,-13.631,68Lyc2FM0k5S5uVM7RlEYM,4
0.0343,0.286,0.00235,0.142,-5.48,4noLUZORDAJYCOzkN5OTBH,0
0.146,0.00696,0.00994,0.0705,-4.83,6s2vYgLML3ClOtlJhYyYKR,0
0.0805,0.696,0.00929,0.0925,-8.036,6U0NVioYt4nZARPNOKhExY,5
0.181,0.187,0.0973,0.581,-7.487,2y1V4nbrr7Lqr6d7K3TMXi,2
0.106,0.411,0.144,0.331,-8.142,3K3asUF88k0nKWtkm4eqLr,2
0.0426,0.942,0.00366,0.0722,-5.65,0Ciiabxoze0pEIapuPQUWF,5
0.0706,0.515,0.0033,0.0635,-7.068,67UgMiTgtwjGFoiACzup1g,5
0.226,0.793,0.269,0.147,-7.506,1WrxHnZVeYqJdKnUzk3onw,5
0.15,0.632,0.0147,0.12,-4.058,78M9wiuBmRktLeDvgvsk3s,5
0.087,0.877,0.392,0.353,-5.03,7lxbCUxQXJRkPQ1eErYZd3,5
0.0531,0.942,0.0126,0.379,-7.759,7Egwrj96WlechP11rChGK9,5
0.0545,0.761,0.00808,0.102,-5.05,64mG1nyazcwSPgiLpp3dfg,5
0.0706,0.477,0.0045,0.0957,-4.851,7sJdjALeEOXSIIvlMPdJAe,5
0.0464,0.0406,0.00708,0.305,-6.23,5ekbROvx6LuyF3nxchudHO,0
0.054,0.755,0.000739,0.127,-6.746,0ku6jfwJvvtXgoZcpubwy7,5
0.08,0.792,0.0429,0.386,-7.265,19kKBMycCxe3KQP8Ljaruz,5
0.122,0.47,0.0116,0.213,-4.538,7eVAueNTldeMplUKSlOKs9,5
0.033,0.407,0.0014,0.118,-7.594,3NDNPhzZ60EV2sK3ryIF4i,5
0.135,0.00128,0.053,0.0593,-5.796,1UyYIqE4bTokxEK0DUpzTM,0
0.0413,0.724,0.00366,0.249,-6.597,4bh0wx2X8EayDLOu0iTVKL,5
0.0599,0.0481,0.0652,0.453,-5.794,6RZ4uwBqEF0o9R0htuTCZ7,2
0.0558,0.0669,0.00858,0.402,-8.618,3FJbcgGXTXqVsdbqTUSkCB,2
0.0871,0.000489,0.00253,0.0842,-3.55,5FRsalFMNTPxCPEzpoVCF4,0
0.0521,0.88,0.00358,0.332,-6.246,7u71gydKlcIvWpvmNsfRIP,5
0.0559,0.743,0.0412,0.537,-5.976,0SiGyh0WSi3n20eXn7rQZo,2
0.056,0.0348,0.0197,0.0756,-7.144,0XZrLV8OiyMLUCsrXNcUGY,0
0.0409,0.786,0.0041,0.0359,-6.3,1uffw4RWKTSJGic3KEADAz,5
0.0579,0.303,0.00045,0.0893,-3.35,1ZGyyYFVOIIZtzsoC1A2mX,0
0.0945,0.958,0.000757,0.0916,-8.005,0HsQvGaux6t1XMptT4XrhU,5
0.0322,0.589,0.0045,0.0698,-8.029,0DcLHMYuZDZboftsQSrANc,5
0.0442,0.795,0.00817,0.0872,-7.344,3cVVlPOw2pSEzLx9KNplYu,5
0.05,0.384,0.00424,0.0564,-8.89,7ED72laSFmyawpMl2acg4u,0
0.052,0.847,0.0016,0.08,-6.913,6NmcxJuphyJDjZOw43qyk7,5
0.0456,0.836,2.6e-05,0.0552,-6.64,63ybiUtgEbNpDXHNz7HvKP,5
0.0601,0.879,0.0276,0.0837,-5.418,0weVuJD157TzuE2GPRUekB,5
0.0452,0.17,0.00451,0.406,-8.485,0ZJYKFYQYO0kL8lYuILAGx,2
0.0469,0.828,0.0692,0.198,-8.039,2mHsfuHrY40djfLRFVxCm2,5
0.0687,0.0632,0.000627,0.115,-7.463,1Sjav5dn1J3e5kCnggX3BR,0
0.0497,0.0995,0.0791,0.242,-6.15,1iD9Iftc9ptjqycUNTxCQw,0
0.0461,0.126,0.0224,0.193,-7.017,4MvCdK15VGFvmAYqG4PcQ8,0
0.0585,0.926,0.0017,0.041,-9.346,1ERes0uWCuGgcSJrh9jTTi,5
0.0584,0.857,0.000138,0.116,-8.303,4mhqmrl6F6n0SEUvZBTNVP,5
0.113,0.00551,0.00124,0.28,-6.157,0vg9mOFPVNixrHRu3bDopO,0
0.122,0.275,0.00893,0.26,-5.291,7CuzpBiRnXYg1GoK8HJjYt,0
0.0473,0.278,0.000277,0.17,-4.037,1TolDuZPDraC3L9pEIAPdx,0
0.0426,0.147,0.0909,0.536,-6.347,7bMWMh0hw63TtpM5UWKPZQ,2
0.0807,0.262,0.000806,0.0536,-8.471,4fvB8nwX0JRxdv3gLZeqwC,0
0.0616,0.643,0.03,0.0872,-7.035,7aO5LZYbKVD2RwIzlbNBCY,5
0.0639,0.559,0.00303,0.0575,-5.097,5TiZncdB9U1m1WCO89wyYF,5
0.0792,0.927,0.0217,0.0717,-5.645,7K0bmMQyro8sd5NEpEqq6n,5
0.0547,0.00353,0.00385,0.311,-5.384,6BXEWL3JzbTlEMefaRw1BM,2
0.0645,0.482,0.0055,0.252,-3.984,1rl6SwDgpQD3p5YjT2D1as,5
0.1,0.335,0.0159,0.0837,-7.591,2QaCYdtF5UyHKuPAKqdfx1,0
0.165,0.714,0.314,0.337,-4.484,4TTyk0E2qCADq7cGbLGpEM,5
0.0497,0.901,0.00158,0.0584,-4.942,4kGKb76jdupromKClU6Udl,5
0.0646,0.852,0.000333,0.0947,-5.597,3pudOjhDm3vefFKF8m94Mk,5
0.0428,0.414,0.0163,0.291,-4.539,10pvRr9ZcRekb09qMiKfQI,5
0.11,0.662,0.057,0.122,-6.889,51fTFfFagxRASIcULWFKqG,5
0.0756,0.0827,0.0123,0.263,-6.522,0YTFkjKiJ2gUNh992lKLtR,0
0.102,0.222,0.00307,0.249,-6.898,52JLfcHSQLgDoXc8B4tjps,0
0.0674,0.134,0.0145,0.115,-4.526,7A7XNiQSeL58ejbuJNflzE,0
0.0796,0.175,0.00772,0.18,-7.192,0g9FGw4fUJ3GzRKIB5VZt9,0
0.0719,0.000295,0.00687,0.0684,-6.535,3oV6BW7m5S4SDfWNC2okT5,0
0.0947,0.765,0.00225,0.144,-4.835,0MzErqKtUmrdmCCNi8QAIA,5
0.174,0.622,0.0267,0.133,-5.807,1hnRq2eX9qAlqw4dMKWo7m,5
0.108,0.0538,0.0194,0.243,-6.48,4MatIhnm2hXVJhHnSLzzJc,0
0.0981,0.377,0.0051,0.0664,-6.587,0S2RADfs7vrFyyor0okdkM,0
0.0813,0.699,0.00742,0.156,-3.236,6masBtuCi0T2n8WF9juFz3,5
0.062,0.823,0.0325,0.112,-9.787,6Qq5N8hCU5uyXfZzAUfW04,5
0.047,0.86,0.00807,0.147,-7.007,69IORvhAh5xA3P2o9iI2NW,5
0.0611,0.889,0.00203,0.611,-9.624,5huS8x54n95lI4LLeSTvQE,2
0.0659,0.741,0.0104,0.0861,-7.113,1i3usBZnVIjlYZOfGywtLk,5
0.0457,0.616,0.15,0.675,-10.273,68DPFeawfvz8M6woXpUpF8,2
0.0298,0.376,0.00716,0.0989,-9.586,2tHBUiReIreeqlCldkBXUI,0
0.0594,0.851,0.0214,0.12,-3.446,25dFcH5EsCJLMSmFDDJLT3,5
0.0391,0.801,0.00121,0.089,-6.531,3o5P6TF0Gop8MiuuuTtttl,5
0.0419,0.581,0.43,0.399,-7.252,0OOT6JmtkcYidsuQ9Fh54i,2
0.141,0.00532,0.179,0.192,-6.042,76XAEIVTSmXwrq41rt2n5G,0
0.032,0.0117,0.013,0.296,-6.93,5NhqdTRCcqww2HaRv9nXiF,0
0.048,0.00384,0.0653,0.202,-6.344,0eiLudweyosA5c7EUJ6y0c,0
0.0507,0.891,0.000898,0.0978,-10.251,6jJmzpQaOJmcay1UG4CYm0,5
0.0437,0.879,0.0619,0.14,-10.275,7Ib1fj8HnRmi9WRBpDK6ie,5
0.0505,0.211,0.021,0.232,-5.586,5rWcCmqVjQpmmhbOpZ65aN,0
0.0376,0.817,0.00122,0.0677,-9.02,5pK2Elt8xOENwe8xAGfASw,5
0.0366,0.0292,0.00133,0.131,-6.008,3PGvcGU10IzjiSA96A2GcO,0
0.0632,0.874,0.00115,0.0985,-11.597,5VzsokRZMpEDLTaXBPfUdJ,5
0.0558,0.873,0.00558,0.0604,-9.259,19Oh5hnq89a94Upp66mOoy,5
0.0355,0.569,0.000592,0.362,-4.817,19LE5SbXV0A4UFRJvz91Eq,5
0.0438,0.322,0.000491,0.311,-6.593,6NpWqc7uYthjC5M7v7c1Gs,2
0.0345,0.0947,0.0051,0.411,-5.933,4yqRW7Ovd47DcgfuWXzEGR,2
0.0509,0.0358,0.035,0.22,-6.399,2sUkEAXJBIvh9EvuuOOKuW,0
0.0352,0.403,0.003,0.357,-6.911,4WuxGJdcbN9SPrNn3UFLFy,2
0.0407,0.682,0.00158,0.103,-7.564,0OQF6YgMW5gOe8k4wfvLRJ,5
0.0368,0.774,0.0342,0.1,-9.185,6NitJf2pJZ4ssPTWZ1ZuVv,5
0.0442,0.69,0.0443,0.104,-6.278,44xPqYQFzpMVhpcDRzaBG5,5
0.0438,0.886,0.00281,0.122,-12.405,22If8nq6QHdvcT2meERlcl,5
0.0542,0.917,0.00202,0.247,-7.511,7yEDXWnJtWkHnVsclNuklc,5
0.0314,0.0214,0.00279,0.136,-9.63,6uSLLJJ5r936DO1SASSViy,0
0.0644,0.896,0.0284,0.0562,-9.427,7LHqxlhat0OIf3gCOGnOGr,5
0.0378,0.226,0.00685,0.156,-5.214,2zpIU1OroZ3mUzrnYqoLBa,0
0.038,0.934,0.129,0.13,-12.242,4aoT4eYesZWIwifnIFRgcs,5
0.036,0.701,0.00102,0.128,-7.861,0ThPAtLfX0NbibIrEfWFHi,5
0.042,0.771,0.0688,0.0883,-6.361,2g95XDCx4GqcaJPv7TTk8C,5
0.0349,0.469,0.27,0.0812,-8.41,3ztXhsmAArhAJAf6eGnu0v,5
0.0414,0.872,0.00103,0.406,-7.53,5bHbUMtuZIpHtTPdoJmcaN,5
0.0308,0.0178,0.000412,0.151,-5.203,7u7RMMynAINKO3iMS0s0pZ,0
0.0403,0.405,0.0731,0.186,-9.912,4IEt7Mdm42jKkRTaAzNNrH,5
0.0352,0.0588,0.00159,0.112,-6.981,44fFj5FWWuFseMDEvToXCn,0
0.0467,0.351,0.00634,0.682,-7.205,5CAcrDVbEhc64A5sHqO5Md,2
0.0399,0.903,0.00111,0.129,-5.978,6yf6FF8BxqLqEr87RFY96m,5
0.0559,6.02e-05,0.0437,0.154,-5.178,49yvk8qS9L7I5aDeIMSutb,0
0.0465,0.733,0.061,0.122,-6.455,3KD6IJoaBg3i7efqistOnh,5
0.0693,0.323,0.0137,0.202,-8.916,2InrK5IWeTPIVRZQPOEDIO,0
0.0339,0.815,0.0144,0.441,-6.448,3IaDHisoQv2Iri6wj57jkZ,5
0.0335,0.636,0.0355,0.153,-8.688,4cF6Pk7YaRtv91mSZa4nVi,5
0.0406,0.831,0.00706,0.0757,-10.141,6yCjfTARifCLjtZ611DWvA,5
0.0685,0.877,0.000313,0.0673,-8.129,0iANTai9oZfdFzmrGnMQ3Y,5
0.0485,0.0647,0.0119,0.0803,-7.279,4TQgbkv9CF1Qy4GIfpZeSO,0
0.032,0.939,0.689,0.0733,-9.754,4kZgxNJrexSsATXK1lQrQS,5
0.0649,0.735,0.0875,0.0933,-6.825,75N5R8CeZDyJurQJsoRTx1,5
0.0385,0.847,0.00634,0.12,-8.824,6B6jWtgW9ZCocu0alFox1m,5
0.0947,0.711,0.00245,0.101,-12.296,5MmDAFQa8SP9bA5J3f5vYc,5
0.0531,0.00992,0.0171,0.266,-6.29,2Pwcpc8IEcnH3Vv46vToTO,0
0.0674,0.916,0.013,0.811,-7.625,6jdaBz780wecXanS9elu68,2
0.04,0.855,0.00634,0.18,-11.453,4Np4NOxEBsYvPNBZ8W0BDu,5
0.041,0.643,0.0248,0.194,-5.841,4CMsK9RIEcJEUwUkSvmBxQ,5
0.0439,0.0105,0.228,0.319,-5.749,5XU99uJiaZIlfy1ID23veH,2
0.0322,0.0451,0.0263,0.125,-8.502,40bOS5DkpMM7UJB3xZkHoq,0
0.0446,0.893,0.00919,0.0905,-6.131,7nMhRQY2qk6TBfhb64UopK,5
0.0382,5.95e-06,0.000664,0.115,-6.182,2eQfD774357Ymh9NzCl5T2,0
0.0461,0.867,0.0492,0.127,-8.376,5J54xW5p85niQOxeq7GiD5,5
0.0322,0.52,0.0183,0.0901,-7.165,3CmUXmrh17WIaQOQu9OVha,5
0.0352,0.571,0.00113,0.0779,-6.133,0bqjS54zmDlYanW8mlx28k,5
0.0657,0.0227,0.0687,0.151,-5.971,1he0nibCzlDvB96EoJbbIZ,0
0.0437,0.93,0.000256,0.103,-10.129,10twrq4TUN6ThYX8fHTlab,5
0.0454,0.893,0.0191,0.0828,-7.354,4s5YiAfgPWyq37WukmceRI,5
0.0469,0.811,0.0322,0.132,-6.08,1ChJyLrvuFRUQIbBuavjcO,5
0.0425,0.189,0.0228,0.139,-5.305,2oPwqbELgu5i1UtsjqkR3H,0
0.0305,0.896,0.0118,0.116,-5.698,5XAQO5MN3T7Z5ecAAql0JV,5
0.0437,0.146,0.157,0.126,-11.495,0GhMImCJ8bJ1oKDZOhUedJ,0
0.0333,0.379,0.015,0.107,-10.001,18hPcmBPzTiHPQUKT9tC8v,5
0.0833,0.063,0.00996,0.468,-7.122,6AYnqhQQeRdLErjV4X999K,2
0.0583,0.736,0.00181,0.0463,-6.254,38be6Tha1a4kOJPBaqpeEm,5
0.0381,0.109,0.176,0.135,-12.506,4OEnG3txRzS0UebAHOA2bG,0
0.0323,0.408,0.000577,0.596,-7.737,3vLhUrc9h8fFIH7Lq9QDM5,2
0.0313,0.891,0.0258,0.113,-8.99,4G3qY8rJC9C4BjKpzwsZN3,5
0.0325,0.115,0.025,0.0417,-7.902,0gT8d4DW5wDlJahSlLiuda,0
0.0403,0.0844,0.0907,0.17,-5.836,22Gd0aeeTTa5E81i5bJ3FB,0
0.037,0.831,0.00171,0.0665,-7.315,6hizzLN6GI5rWUWX2EiKR0,5
0.0412,0.689,0.00559,0.0873,-10.628,5mLllF9AIePVdhExTiNyyr,5
0.0344,0.947,0.259,0.118,-6.657,0XXWZcLfM8drFINoxPx5fC,5
0.0462,0.88,0.00264,0.169,-8.304,0vlauZfceQ2eiuqwDMf1jb,5
0.0331,0.135,0.085,0.156,-8.084,0dcF0b9gjuGV3aCzjq5h6h,0
0.177,0.816,0.000146,0.0778,-11.939,2EqGCX02606uk3f7HfzOGu,5
0.0753,0.897,0.796,0.125,-12.246,0dZ8mcRlvdvHfUEwxPkb5B,1
0.0431,0.83,0.849,0.0588,-9.755,2gL3yeSrVcdgYUgebT6TKN,1
0.0497,0.83,0.00502,0.108,-10.847,6TqYadgz6qObDRYkcQe21L,5
0.0615,0.898,0.00118,0.0676,-12.281,386PnZfbszq42M8GprZnVt,5
0.0337,0.764,0.279,0.106,-9.455,5MUhD2L9BTIaX9xkMqSnVr,5
0.0854,0.913,0.462,0.124,-12.904,3sSaIdFrhLOjOy8XCuKMfE,5
0.0734,0.702,0.454,0.115,-10.316,17httCRML11JQcFn0ng40I,5
0.0388,0.756,0.00491,0.107,-11.477,20qCEmcOcBQC7DS2T70Pz4,5
0.0671,0.765,0.396,0.123,-12.839,5KjqHWEssr7QRnRnTZfOQN,5
0.0525,0.889,0.0917,0.0919,-9.277,5cPkKWedtNGlXW4sUdAgvz,5
0.0305,0.746,0.0908,0.108,-9.881,6bexT12e03xTtGzBgNe0dE,5
0.305,0.876,0.509,0.113,-10.84,7FoNzgmqNTSotUSVemCsrj,3
0.0639,0.887,0.182,0.109,-10.921,4HFO4JUkrkqNIKh4kwgQpR,5
0.0441,0.759,0.00313,0.0572,-9.182,4PixJeTcnC98CsW9oHP1sh,5
0.0348,0.881,0.395,0.182,-11.368,3HIyzleWbghroY372GMajL,5
0.0342,0.932,0.0104,0.107,-5.851,5G2pbqhXrpVbGOYoWaz04J,5
0.0372,0.888,0.106,0.0603,-11.778,3dZkhrOzJGbRRl3dBfJNkp,5
0.194,0.000903,0.295,0.232,-9.33,6Bg9rnY8OXQZOG79lCveyu,3
0.0721,0.879,0.137,0.0855,-11.435,5dk7V45cYJ73eFeBJst2c3,5
0.0401,0.158,0.336,0.0866,-8.326,3xfeZrc1eCICCFahDQFaWO,0
0.0405,0.848,0.000339,0.0955,-6.374,4dsZt7bgIe1kVltGhbXP5D,5
0.0361,0.82,0.377,0.91,-8.723,4QVosKlgWRXc1IEwYdOBEz,2
0.0987,0.788,0.455,0.292,-8.251,1RiRfhBguCU7nmxkdK1cdW,5
0.0656,0.892,0.0832,0.108,-9.125,2IiYV4muGj5HVGPRASTRpJ,5
0.0379,0.819,0.274,0.126,-9.727,5neaZwPu8aVigvIZ0kqt91,5
0.0885,0.866,0.0539,0.142,-8.697,06uE6yOg0nc1HFTJWOhFYJ,5
0.0761,0.899,0.29,0.0979,-13.174,2lAZJjUyFklZXQK5vDjzbp,5
0.0512,0.691,0.00123,0.106,-9.344,0KCXPIaGPL1du07EW1MPVU,5
0.0488,0.704,0.0255,0.075,-11.629,6CVzxgkKa7TEBsnj9TgVoL,5
0.0438,0.797,0.000554,0.299,-8.482,5pRfsRKRDsAAkYvQ7262YH,5
0.0859,0.856,0.254,0.125,-8.251,5cm8VSk6Iqkp8F1cB2S0Iu,5
0.0416,0.808,0.203,0.0984,-12.721,6DfvHDSDHyV9xMJznbq0uv,5
0.0609,0.844,0.0244,0.118,-11.572,6qLDqEm4xmS8GvJKHl5Qx0,5
0.0399,0.599,0.0312,0.111,-10.333,5jOdQjFMSfCaBiqzVnl6gl,5
0.0376,0.616,0.00078,0.147,-6.724,2HVoB3Ajn9uZnUWt8DjwFJ,5
0.062,0.00817,0.52,0.112,-10.37,2vW8K1C2Vj81beuKOvBdf9,4
0.406,0.371,0.656,0.0962,-3.272,13JC5nvIbCbxTrHqFLvwPM,3
0.0374,0.773,0.0265,0.186,-10.27,1Xs3LqFit5BSZPrGyxJBYw,5
0.164,0.734,0.203,0.365,-8.715,48lLbEReLswTVWsZYhhPks,5
0.0537,0.733,0.0088,0.123,-7.839,6ZD6KxJrALrxyx0E01Rkgf,5
0.0417,0.863,0.0322,0.1,-11.31,4bBT53FvvtFqHJm9iq7G7L,5
0.0433,0.86,0.0272,0.117,-9.595,6WVvJAAzcrcYJhimrjqEIh,5
0.0507,0.496,0.0945,0.14,-7.957,4SKb9f6WJrAWaIzabSdUqy,5
0.0376,0.789,0.00064,0.0621,-7.014,7IUtGRb3rAqJjfimCMs4FQ,5
0.0784,0.119,0.00133,0.055,-9.442,1WaDwq1lUB69du6tuUnLIY,0
0.0415,0.318,0.0977,0.099,-9.175,2bwr0a2bbCfx3txaJ1uGro,0
0.0412,0.855,0.0802,0.0535,-10.188,3onp9CePJ7sNcJjIARM5YG,5
0.042,0.844,0.00141,0.325,-9.2,2aEugZjPLE6nDImluCkcS1,5
0.0929,0.716,0.0189,0.107,-8.038,3Y3inhZXBQ1KPfhWYYeuR3,5
0.12,0.183,0.0197,0.0366,-11.28,5G4UC9fnqy2o50V4p2EuYZ,0
0.0479,0.919,0.121,0.104,-10.553,4z7tWC9yzgcCD23hY8uQaV,5
0.0332,0.854,0.319,0.744,-8.967,5yNkX0lW8C2ccVN3Q1xRm9,2
0.0446,0.938,0.00634,0.0154,-7.447,64EnP9VqlTUMCNyn9mt6Kx,5
0.0679,0.412,0.0127,0.124,-11.096,4Bl14xQWo7Q6jagOcPZ5mI,5
0.0437,0.879,0.36,0.124,-12.669,2MBPUcMpWL4EJ709876js0,5
0.0758,0.862,0.0213,0.0903,-11.207,303M6GvGo8DGx1niNv1pVS,5
0.0473,0.811,0.0598,0.116,-10.112,4smPVWbEXf5aq92BcNevXu,5
0.203,0.564,0.0991,0.214,-7.733,4sAXWtXJa4XO3oFt9Bhrk0,5
0.0341,0.807,0.24,0.111,-7.27,23tSVCziOnXVAyayQt0Bi7,5
0.108,0.00133,0.0603,0.0668,-4.216,6MCsbkXWaDDa408N1pUky7,0
0.0962,0.0111,0.123,0.0828,-5.563,5Lkpl9w1rYzM7eVbGVe6EH,0
0.0824,0.674,0.0173,0.286,-4.538,3bTjVR73jjv8ifAYbpohUe,5
0.0858,0.356,0.0742,0.0401,-7.103,1PzMiuvUMQRKfxxNsPAjZR,0
0.0757,0.371,0.00894,0.334,-5.396,4gCFPxvdS84KFwSsprB12K,2
0.0769,0.69,0.00297,0.698,-5.715,6rwKmp46Ssl0D9VDVaGKVo,2
0.0499,0.706,0.00249,0.385,-7.227,2I5faAdg3IZbd6HEn6Blfz,5
0.2,0.00765,0.0907,0.0595,-3.819,0RL0kFseGHilQyinJa0eO8,3
0.104,0.0409,0.00112,0.164,-3.953,7qm3YjedUCXH2p58VLwUHi,0
0.158,0.234,0.00566,0.0523,-4.334,36FAlEL4gmVTdUpPjnPtRV,0
0.0885,0.658,0.0292,0.15,-3.278,3QzBzeXfDNR15U6X98zz1q,5
0.0544,0.882,0.0544,0.0872,-4.962,6a7Vnxz6aezPxdKPTF72Yb,5
0.0738,0.0976,0.0809,0.137,-5.234,6W2JFlLjKoSMAYG9pds9rS,0
0.0668,0.298,0.00634,0.0881,-7.594,7nEJrG2KIiH6PoDL1Ae5at,0
0.0474,0.0321,0.000211,0.287,-6.302,7is2hGbIe9yPQnc9L0vjHc,0
0.0536,0.0794,0.00186,0.0734,-8.599,0Kh1JKeJMAvFxv91HZ8uYU,0
0.193,2.15e-05,0.116,0.167,-4.172,1JNgvtfz2bzr4yvVImSvk1,3
0.104,0.616,0.0356,0.0265,-1.373,61xflUm94Khk7PVeyJIyJ3,5
0.0724,0.184,0.031,0.0901,-3.094,0aEIw4siCqZ8hlDrvtlRep,0
0.0418,0.584,0.039,0.0988,-4.161,1Zw0EkCEoEtHTzmZV3UlIf,5
0.0434,0.769,0.0104,0.146,-5.214,2D5LwVpW4D8BhEHjWGxofw,5
0.0756,0.00678,0.0048,0.061,-6.009,05a3JJNTzhoBFtux514zLj,0
0.198,0.751,0.0204,0.0784,-4.857,4mYWE9Agg0hvKuaOaej6vF,5
0.055,0.33,0.00583,0.0537,-6.128,2jC6oAT2P3w9HQBrRcQqFl,0
0.276,6.65e-05,0.116,0.311,-4.729,0nh1xcym5tpnZ4tJWVO2m8,3
0.0506,0.424,0.00621,0.0835,-6.599,7ftiw2BSQHx7snbX0llu6a,5
0.0428,0.0537,0.0218,0.158,-3.685,5x2hXRoEDfEF67WvWqoCqY,0
0.264,6.28e-05,0.272,0.0937,-3.73,5Y6LspDMKmZsFf6D5zhWoY,3
0.0382,0.0288,0.000334,0.416,-2.419,5FufznQatRZsjumawlLbbo,2
0.0486,0.494,0.00746,0.16,-5.436,3zXS11n8H34fWV53hg7XAr,5
0.0738,0.651,0.0103,0.215,-5.64,0tjviLADqxF7DtolJgJLf1,5
0.0492,0.45,0.00338,0.114,-3.647,2zQrWqYGj80hWmy5wnQOFU,5
0.251,0.000144,0.00369,0.107,-3.588,1qXTtWP0sNcePb3tT2eHWL,3
0.0571,0.905,0.0502,0.118,-5.558,3cOpv6dg4JYT2ZegTxw5XF,5
0.0788,0.375,0.0851,0.308,-6.915,4uklTQyZiktk2DExXMRHZk,2
0.0543,0.459,0.00136,0.291,-3.004,2dJbz9Q2X33c7l9uCRxoy5,5
0.0492,0.505,0.00154,0.218,-5.898,0EWcOrTwNENx13HuPuFznq,5
0.0763,0.0839,0.00341,0.351,-6.114,2mIHEm6ZbKQ6ieeUeAlag3,2
0.0644,0.578,0.021,0.0602,-5.662,4Fw9pEVsvkpwyIHoVKJ6yI,5
0.118,1.65e-05,0.0968,0.303,-9.731,02IzZ88gNb3RUhmk43wkLD,2
0.106,0.201,0.00387,0.074,-5.211,34r29cNzzV4elD0XTz1ihT,0
0.128,0.597,0.0315,0.674,-4.406,2a9hp6HbEtzUQBLv5C81mw,2
0.0544,0.534,0.00554,0.358,-4.531,4zndIOEwqNne000JFuaGoD,2
0.21,0.402,0.00626,0.0721,-5.049,6AqlZeTJGRHuRKUAbc9kqP,3
0.138,0.18,0.00423,0.368,-9.472,4jRXoqeqFNxUI25ugusDyI,2
0.0809,0.00705,0.129,0.165,-5.73,4pbekeVfUyyCNrBXgLBahS,0
0.0507,0.042,0.029,0.0809,-5.245,0MmCny6gGuYPM4wT1rqoz3,0
0.0375,0.564,0.0107,0.0399,-4.288,5t0EAqNTV7MmQI6tvlrqmk,5
0.0501,0.95,0.0218,0.102,-6.768,4NVvx8aXIqxj2Pm0E4senX,5
0.0426,0.409,0.0251,0.164,-6.425,75V8CXNNjs25k0LiQXVD2H,5
0.0385,0.314,0.00636,0.218,-4.625,7fxpanL0r0FWIDMLMlX6QG,0
0.0433,0.175,0.101,0.112,-7.924,37IKuXFdoYsfL4RyoxhO6k,0
0.0871,0.781,0.019,0.137,-4.58,3V9WaNSklacDxsCwnpzhSa,5
0.137,0.000296,0.133,0.0747,-8.119,5Kf986lCmcLAlVAennL74R,0
0.0553,0.000501,0.0265,0.161,-4.27,1MhT60RqS3GoWyCypic28z,0
0.0629,0.22,0.0364,0.0871,-5.033,6G6gv3EH3kWjm35x6tcsOF,0
0.104,0.165,0.0246,0.0688,-7.972,1jfd5UYYNB8LEYGtHkP1tM,0
0.258,0.129,0.0156,0.561,-3.596,7ske1qDeuRwD933vcnD3OS,2
0.045,0.0155,0.00649,0.197,-8.756,1Phj6A6sGPghCKkHHR7WvC,0
0.13,0.121,0.0496,0.125,-5.9,6Il5epZuJzpHVNVjYXrYIT,0
0.0463,0.748,0.00995,0.362,-8.871,5HT38iBHCUQTowmql1g8Bm,5
0.111,0.0898,0.00836,0.126,-2.032,3Bp5P1UoYfprzFy7EClcoz,0
0.0757,0.952,0.00141,0.206,-5.13,6uKA5VNApuHQoWnSRH1jlc,5
0.0661,0.00159,0.0109,0.123,-3.993,44prQa5cc4wj0gnS5y5tt1,0
0.361,0.235,0.35,0.126,-6.494,5G51lE61WAkzCOoaljqoHe,3
0.171,1.43e-05,0.0064,0.368,-3.784,2q6OLWcAYWk6SjRBkDWDOj,2
0.0946,0.214,0.237,0.248,-4.182,2CcQBQomdpTg3q97rj2Gp7,0
0.0499,0.481,0.0103,0.316,-5.473,2h6fLwmfDafmP1ImJFFskj,5
0.0884,0.122,0.0399,0.391,-1.602,5ZB6eNIi1eeF3QJ7T69exd,2
0.0509,0.459,0.0186,0.319,-1.313,4DrsNByVNyPkIY2ZrFYy16,5
0.133,0.124,0.0104,0.0836,-7.232,1wb3vmzdosCuTwmbe5MYyC,0
0.0495,0.227,0.209,0.0392,-5.01,3j3PX04rM6SI8oNOl1T3n3,0
0.0704,0.0192,0.011,0.161,-3.667,4enqcEaN9zRqZXlKltzyNC,0
0.0586,0.82,0.0038,0.119,-5.397,2aYs0Kg0Mt9XbmzPml3pND,5
0.0814,0.653,0.0388,0.689,-5.981,2VvFtT6YXgtwcBjD8VMD24,2
0.0479,0.0376,0.000152,0.066,-6.042,0nKeZkMxxMPp37kCZOenbe,0
0.0412,0.348,0.0329,0.411,-5.863,32SL0NKS1QiR7XUKzlqufJ,2
